"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1301 0.00544761297926585 3 30 "GO:0000915;GO:0000912;GO:0044837" "actomyosin contractile ring organization" 0.0324187569723794
-616 0.00118833885004235 2 185 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 0.0110253921008103
-241 0.547840472996816 4 41 "GO:0000959" "mitochondrial RNA metabolic process" 0.740055482228257
882 0.276037301438531 3 10 "GO:0001178" "regulation of transcriptional start site selection at RNA polymerase II promoter" 0.49368920310827
250 0.633109738865105 2 24 "GO:0001501" "skeletal system development" 0.799874088191974
596 0.202655217584217 2 30 "GO:0001503" "ossification" 0.409071547127444
1298 0.0113212535162354 2 25 "GO:0001504" "neurotransmitter uptake" 0.0550181498766176
1831 9.1795781739371e-05 3 30 "GO:0001508" "action potential" 0.00142603679539302
-280 0.474329822483376 2 43 "GO:0001510" "RNA methylation" 0.683976948556708
415 0.504606340926071 7 17 "GO:0001522" "pseudouridine synthesis" 0.705551095214266
1901 0.0188959607687092 3 10 "GO:0001523;GO:0016101" "retinoid metabolic process" 0.0790140957339452
1021 0.000120124560918995 2 94 "GO:0001525" "angiogenesis" 0.00180321812795255
-35 0.942968843642465 2 27 "GO:0001541" "ovarian follicle development" 0.970575019342321
-6 0.974020638127573 2 191 "GO:0001558" "regulation of cell growth" 0.985065497419124
-272 0.513570587969652 3 38 "GO:0001568" "blood vessel development" 0.711753428970389
581 0.431725413522119 2 12 "GO:0001570" "vasculogenesis" 0.648073205017473
-137 0.810573283963643 5 20 "GO:0001578" "microtubule bundle formation" 0.897404463218884
-228 0.670310610800186 2 23 "GO:0001649" "osteoblast differentiation" 0.822723909994532
187 0.403352417082476 2 133 "GO:0001654;GO:0007423" "sensory organ development" 0.626603289793242
387 0.45009048754765 2 25 "GO:0001662;GO:0002209;GO:0042596" "behavioral defense response" 0.664348155114927
-70 0.733841802112102 2 158 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.851313712840589
775 0.0591685930398856 2 39 "GO:0001676" "long-chain fatty acid metabolic process" 0.180066606608855
221 0.330972320049846 3 129 "GO:0001701;GO:0043009" "chordate embryonic development" 0.556550056119061
-775 0.176342890392545 3 20 "GO:0001702" "gastrulation with mouth forming second" 0.373662333964219
212 0.697508320756743 2 22 "GO:0001707;GO:0001704" "formation of primary germ layer" 0.835205469894708
-262 0.478960420441253 2 48 "GO:0001708" "cell fate specification" 0.687685246329408
84 0.803612418553694 2 58 "GO:0001709" "cell fate determination" 0.892828433420154
1187 0.0947343165495616 2 13 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.247681109413335
1602 0.000765774385702998 2 29 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.00790018980153826
1842 0.0127222328917469 2 12 "GO:0001737;GO:0042067" "establishment of ommatidial planar polarity" 0.0595338113603288
369 0.577175333657398 3 15 "GO:0001738" "morphogenesis of a polarized epithelium" 0.760915057795596
515 0.129821501892268 6 57 "GO:0001745" "compound eye morphogenesis" 0.305424720218238
285 0.499437203756854 2 37 "GO:0001754;GO:0046530;GO:0001751" "photoreceptor cell differentiation" 0.703106537638732
-161 0.795171956194116 4 17 "GO:0001756" "somitogenesis" 0.888583395128883
-466 0.153311267460501 2 62 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 0.339674715302205
-111 0.777421486354241 4 43 "GO:0001764" "neuron migration" 0.878338355830246
-10 0.959875145270422 4 177 "GO:0001817" "regulation of cytokine production" 0.97754052462576
45 0.877742499343283 2 77 "GO:0001818" "negative regulation of cytokine production" 0.932165325216714
-81 0.77163894580084 3 86 "GO:0001819" "positive regulation of cytokine production" 0.87513551068754
-108 0.722331005892891 4 71 "GO:0001822" "kidney development" 0.845197557261415
-434 0.512113652439826 2 15 "GO:0001825" "blastocyst formation" 0.710471276905096
55 0.896197264069211 3 37 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.942132586886752
860 0.288541486945503 5 10 "GO:0001838" "embryonic epithelial tube formation" 0.511121743424368
-117 0.833949441969282 3 21 "GO:0001843;GO:0060606" "tube closure" 0.911375422880132
382 0.620721685892955 5 11 "GO:0001881" "receptor recycling" 0.791301691176515
563 0.350955338048418 2 18 "GO:0001885;GO:0061028" "endothelial cell development" 0.579217210170088
-154 0.63238101427689 5 64 "GO:0001889" "liver development" 0.799679162398415
-447 0.402910599244926 3 23 "GO:0001892;GO:0007492" "endoderm development" 0.626603289793242
-290 0.0234825005766319 5 419 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.0920018204409977
-34 0.825047283215027 6 295 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 0.90386483835611
-610 0.20784875796798 7 28 "GO:0001938;GO:0001936" "regulation of endothelial cell proliferation" 0.415965650988535
921 0.0269433153699909 4 38 "GO:0001947;GO:0003143" "embryonic heart tube morphogenesis" 0.101744105434584
-180 0.669290406143694 2 37 "GO:0001952" "regulation of cell-matrix adhesion" 0.822723909994532
-280 0.693531426383473 2 13 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.834459839370878
976 0.228166650325738 6 10 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter secretion" 0.44339002885118
-296 0.476440104007948 2 38 "GO:0001960;GO:0001959;GO:0060761;GO:0060759" "regulation of response to cytokine stimulus" 0.686369758878608
341 0.0373400035992102 2 251 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.130500590208886
-213 0.717447248479828 2 19 "GO:0002011" "morphogenesis of an epithelial sheet" 0.843117696950041
251 0.653444252736033 3 21 "GO:0002027" "regulation of heart rate" 0.813845059479516
94 0.685792208368927 2 123 "GO:0002064" "epithelial cell development" 0.831352611911348
-1157 0.0626739217357394 3 17 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.187320714628519
226 0.70115174995562 2 19 "GO:0002082;GO:1903715" "regulation of aerobic respiration" 0.836274901005546
-42 0.931491478080338 3 28 "GO:0002090" "regulation of receptor internalization" 0.96456891346488
-228 0.730709823032546 2 15 "GO:0002092" "positive regulation of receptor internalization" 0.850002893836727
1473 0.0070240959869242 4 22 "GO:0002119" "nematode larval development" 0.0387776538782262
660 0.122365166818608 2 36 "GO:0002164" "larval development" 0.294558311476865
80 0.900377563136163 2 16 "GO:0002165" "instar larval or pupal development" 0.944645748214928
1463 0.0073948475187688 2 22 "GO:0002181" "cytoplasmic translation" 0.0399980416399802
668 0.0439612986564629 2 60 "GO:0002218;GO:0002758" "activation of innate immune response" 0.145918745354123
-85 0.888604928163686 5 18 "GO:0002220" "innate immune response activating cell surface receptor signaling pathway" 0.937066709627999
1279 0.00362327658936089 5 34 "GO:0002221" "pattern recognition receptor signaling pathway" 0.0244929705609703
-730 0.323687514609482 4 12 "GO:0002223;GO:1990858;GO:1990840" "stimulatory C-type lectin receptor signaling pathway" 0.550178493978418
1209 0.0886835354565719 2 13 "GO:0002224" "toll-like receptor signaling pathway" 0.23696240673996
1310 0.00791143690363246 2 27 "GO:0002225;GO:0002760;GO:0002784;GO:0002922" "regulation of antimicrobial peptide production" 0.0422787188130119
-202 0.745720604382545 5 17 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.858949595250077
-168 0.654249283672994 2 47 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.813845059479516
-546 0.393808960429327 2 16 "GO:0002250" "adaptive immune response" 0.61947895352055
-108 0.874988555069316 2 14 "GO:0002251" "organ or tissue specific immune response" 0.931037305400507
111 0.637032151603142 2 121 "GO:0002252" "immune effector process" 0.802776986000452
360 0.196443048279299 2 85 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 0.401603538639852
112 0.870378898206921 2 14 "GO:0002274" "myeloid leukocyte activation" 0.928033685558217
-1151 0.0196759647589373 3 27 "GO:0002285;GO:0002366;GO:0002263" "cell activation involved in immune response" 0.0808833505167392
233 0.585088622396427 4 36 "GO:0002412" "antigen transcytosis by M cells in mucosal-associated lymphoid tissue" 0.766727218755887
15 0.970590853469378 5 39 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.98303179020168
-947 0.242404298221646 3 10 "GO:0002433" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 0.45871408275371
-180 0.824154882933055 2 10 "GO:0002437" "inflammatory response to antigenic stimulus" 0.903628168730867
517 0.544850324169 3 9 "GO:0002443" "leukocyte mediated immunity" 0.738630170562947
-523 0.360941496222511 4 20 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.590570925499387
-410 0.219758296528263 2 59 "GO:0002521;GO:0030098;GO:1903131" "leukocyte differentiation" 0.432396294789042
278 0.645559812568499 3 18 "GO:0002573" "myeloid leukocyte differentiation" 0.807269003472326
1413 0.0467624622055469 2 13 "GO:0002576" "platelet degranulation" 0.15256324665839
-1147 0.0733949747785386 2 16 "GO:0002639;GO:0045191;GO:0002637;GO:0002889;GO:0002712" "regulation of immunoglobulin production" 0.207086982690871
-110 0.610224312086756 2 143 "GO:0002683" "negative regulation of immune system process" 0.785355048151219
-5 0.975283295942249 3 255 "GO:0002684" "positive regulation of immune system process" 0.985269182567896
-34 0.928186636199777 2 46 "GO:0002687;GO:0002685" "regulation of leukocyte migration" 0.962403838543191
498 0.321767869222184 4 26 "GO:0002690;GO:0002688" "positive regulation of leukocyte chemotaxis" 0.549018995250112
-1246 0.025896806629141 2 21 "GO:0002698" "negative regulation of immune effector process" 0.09871079502577
-107 0.6757904518302 5 102 "GO:0002699;GO:0002697" "regulation of immune effector process" 0.825279747390445
178 0.589153450087783 5 61 "GO:0002702;GO:0002700" "regulation of production of molecular mediator of immune response" 0.769788762168487
-1405 0.00193480873858914 4 32 "GO:0002703" "regulation of leukocyte mediated immunity" 0.0154784699087131
-1434 0.00434841087121707 2 26 "GO:0002708;GO:0002705;GO:0002706" "regulation of lymphocyte mediated immunity" 0.0274679759997447
-262 0.655764722391363 3 19 "GO:0002718;GO:0002720" "regulation of cytokine production involved in immune response" 0.814220882077008
808 0.0624772746243078 3 35 "GO:0002759;GO:0002920" "regulation of humoral immune response" 0.187151656722142
-1239 0.00199083585016303 2 41 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.0157382053006971
-852 0.197717874765128 3 15 "GO:0002762" "negative regulation of myeloid leukocyte differentiation" 0.403284092650704
-1409 0.0165262878437598 2 19 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 0.0714534645930844
1123 0.146057005064922 3 11 "GO:0002790;GO:0015833" "peptide transport" 0.328417230619447
2455 4.78868066339164e-05 8 18 "GO:0002807;GO:0002805;GO:0006963;GO:0002808;GO:0002803;GO:0002786;GO:1900426" "positive regulation of defense response to bacterium" 0.000799709670786404
-1311 0.00163154791055486 3 38 "GO:0002822;GO:0002819" "regulation of adaptive immune response" 0.0137091069717062
-1462 0.00622082823446056 4 23 "GO:0002824;GO:0002821" "positive regulation of adaptive immune response" 0.0357463506289863
-552 0.0879734303873645 2 63 "GO:0002832" "negative regulation of response to biotic stimulus" 0.235536078151341
639 0.00504897629685868 2 128 "GO:0002833;GO:0031349" "positive regulation of defense response" 0.0307308990095818
1793 0.0202601780800777 6 11 "GO:0002862;GO:0002861" "regulation of inflammatory response to antigenic stimulus" 0.0823797422803276
-130 0.860377959668813 3 12 "GO:0002931" "response to ischemia" 0.924823689374422
1175 0.0219052901569401 3 25 "GO:0003007" "heart morphogenesis" 0.0874901872934887
1245 0.000606996297754017 3 50 "GO:0003013" "circulatory system process" 0.00664710699835547
560 0.256382054661894 2 27 "GO:0003014" "renal system process" 0.472713653954483
508 0.387199250983377 2 19 "GO:0003015;GO:0060047" "heart process" 0.615464841539312
1608 0.00111771126860819 2 27 "GO:0003018" "vascular process in circulatory system" 0.0105797531663466
-604 0.433889062104355 3 11 "GO:0003170" "heart valve development" 0.649811479752723
853 0.212760954549889 2 14 "GO:0003179" "heart valve morphogenesis" 0.423303998925766
-664 0.246568143815289 3 20 "GO:0003279" "cardiac septum development" 0.462986704339039
1087 0.00205176896377667 2 53 "GO:0003333" "amino acid transmembrane transport" 0.0161244902094449
853 0.0960078840521071 2 25 "GO:0003341" "cilium movement" 0.250390534625809
465 0.467939976941306 2 16 "GO:0003351;GO:0006858" "extracellular transport" 0.678056192183932
-724 0.307842283873916 5 13 "GO:0003374;GO:0090148" "membrane fission" 0.531022971278956
141 0.848866476408191 4 12 "GO:0003382" "epithelial cell morphogenesis" 0.920150598362145
900 0.266399601024148 2 10 "GO:0003383" "apical constriction" 0.483901926537405
-567 0.407902645284923 2 14 "GO:0003401" "axis elongation" 0.62964521559868
532 0.00120182029535561 2 250 "GO:0005975" "carbohydrate metabolic process" 0.0110733235489317
622 0.163511028653895 4 33 "GO:0005976" "polysaccharide metabolic process" 0.354627815392214
56 0.922418526506021 2 20 "GO:0005977;GO:0006112;GO:0044042" "energy reserve metabolic process" 0.958655115839785
-499 0.558872695170329 3 9 "GO:0005978;GO:0009250" "glycogen biosynthetic process" 0.750783228504333
-717 0.294647224350968 3 14 "GO:0005979;GO:0010962;GO:0070873" "regulation of glycogen metabolic process" 0.516803492118642
-1575 0.0112320049482359 5 17 "GO:0006000" "fructose metabolic process" 0.0548663934582931
140 0.65380575706279 5 68 "GO:0006006" "glucose metabolic process" 0.813845059479516
7 0.991944487856464 2 15 "GO:0006020" "inositol metabolic process" 0.996794160042299
749 0.0186845467576432 2 65 "GO:0006022" "aminoglycan metabolic process" 0.0782525218439226
1057 0.032221689271329 2 27 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 0.116661725925462
757 0.0724600101867863 3 37 "GO:0006026" "aminoglycan catabolic process" 0.205816851678582
951 0.240318801684779 2 10 "GO:0006027" "glycosaminoglycan catabolic process" 0.457132976584215
905 0.0367377539084018 2 35 "GO:0006032;GO:0006030;GO:1901072;GO:0046348" "chitin metabolic process" 0.12916220847796
315 0.696935832638966 2 10 "GO:0006044" "N-acetylglucosamine metabolic process" 0.835205469894708
-138 0.814489375773039 2 19 "GO:0006071;GO:0019400" "alditol metabolic process" 0.898805012775377
966 0.0460645456204141 2 28 "GO:0006081" "cellular aldehyde metabolic process" 0.151023884537112
590 0.179526270596609 5 34 "GO:0006084" "acetyl-CoA metabolic process" 0.378606310208476
550 0.390132010606962 2 16 "GO:0006085" "acetyl-CoA biosynthetic process" 0.617936500050027
1138 0.015052426496163 2 30 "GO:0006090" "pyruvate metabolic process" 0.0670334726629126
955 2.96995000027344e-05 2 127 "GO:0006091" "generation of precursor metabolites and energy" 0.000547290096602113
-117 0.838624952123882 3 20 "GO:0006094;GO:0019319;GO:0046364" "monosaccharide biosynthetic process" 0.915735950991015
1265 0.0272447284265188 3 20 "GO:0006096" "glycolytic process" 0.102059969239784
1314 0.0103659904777354 2 25 "GO:0006103;GO:0009068" "2-oxoglutarate metabolic process" 0.0516752361128899
1063 0.189178265303215 7 10 "GO:0006108" "malate metabolic process" 0.393067126664223
-413 0.0828799077656223 2 117 "GO:0006109" "regulation of carbohydrate metabolic process" 0.22574425438302
-490 0.205118371222266 2 44 "GO:0006110;GO:0043470" "regulation of carbohydrate catabolic process" 0.41208743451571
-351 0.282485618001488 2 62 "GO:0006111;GO:0043255" "regulation of carbohydrate biosynthetic process" 0.502531006191728
1985 0.0026899479182408 4 15 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.0200210051184942
202 0.723864897481317 5 20 "GO:0006144" "purine nucleobase metabolic process" 0.84559073106661
129 0.845346195955473 -1 15 "GO:0006165" "obsolete nucleoside diphosphate phosphorylation" 0.918457418554354
580 0.350855916081222 7 17 "GO:0006172;GO:0009180;GO:0046031;GO:0009136;GO:0009188;GO:0009133" "nucleoside diphosphate biosynthetic process" 0.579217210170088
602 0.240247455620978 2 25 "GO:0006195" "purine nucleotide catabolic process" 0.457132976584215
108 0.879418735922347 2 13 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.932994138796123
-291 0.51456718416795 3 33 "GO:0006221;GO:0006220;GO:0072528" "pyrimidine nucleotide metabolic process" 0.71258443315859
-301 0.638570693871031 2 16 "GO:0006241;GO:0009209;GO:0046036;GO:0009148;GO:0009208;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.804081476919602
-1718 1.68926476812888e-17 2 164 "GO:0006260" "DNA replication" 2.14938831449541e-15
-1786 2.47651934478914e-07 3 55 "GO:0006261" "DNA-templated DNA replication" 8.59384375230725e-06
-846 0.105857641821731 3 24 "GO:0006264;GO:0032042" "mitochondrial DNA metabolic process" 0.26815341393413
-1158 0.00951421137717128 9 33 "GO:0006268" "DNA unwinding involved in DNA replication" 0.048308782953362
-2846 6.36886726411747e-10 2 31 "GO:0006270" "DNA replication initiation" 3.27261794802344e-08
-1143 0.000860651207614672 2 56 "GO:0006275" "regulation of DNA replication" 0.0085775120477054
-1282 1.29968826258959e-23 4 420 "GO:0006281" "DNA repair" 3.15706094330853e-21
-941 0.00099397240701225 2 81 "GO:0006282" "regulation of DNA repair" 0.00965779735104266
-1904 0.0008896093489586 2 20 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.00873910360447566
-1697 0.000229188824606849 2 31 "GO:0006284" "base-excision repair" 0.00294419490071875
-1401 0.0581843095954078 2 12 "GO:0006285" "base-excision repair, AP site formation" 0.177881550616624
-2434 8.94609772758029e-05 2 17 "GO:0006287" "base-excision repair, gap-filling" 0.00139789316538565
-1333 0.000102766411017891 5 56 "GO:0006289" "nucleotide-excision repair" 0.00157811408183796
-1798 0.00500667396558952 5 16 "GO:0006290" "pyrimidine dimer repair" 0.030683102834989
-2740 0.000211169024367304 2 12 "GO:0006297" "nucleotide-excision repair, DNA gap filling" 0.00276590016230116
-1163 0.0541398119174436 2 18 "GO:0006298" "mismatch repair" 0.168799973679591
-845 7.41523265842571e-07 2 231 "GO:0006302;GO:0006310" "DNA recombination" 2.35875019801351e-05
-1147 0.00584508076702919 6 38 "GO:0006303" "double-strand break repair via nonhomologous end joining" 0.0341005090824607
-990 0.0096793799235102 2 45 "GO:0006304" "DNA modification" 0.0489835287038244
-767 0.134436276331308 8 25 "GO:0006306;GO:0006305" "DNA methylation" 0.311427478644752
-1252 0.122006636465403 2 10 "GO:0006312" "mitotic recombination" 0.294225390465304
-948 2.097574927343e-11 2 340 "GO:0006325;GO:0071824" "protein-DNA complex organization" 1.43710774509243e-09
-557 0.107445719397254 2 55 "GO:0006334;GO:0034728" "nucleosome organization" 0.270855627919921
-1868 0.0115410877302693 3 12 "GO:0006335" "DNA replication-dependent chromatin assembly" 0.0556638743958115
-648 0.327114316528161 3 15 "GO:0006337;GO:0032986" "protein-DNA complex disassembly" 0.552845954309454
-815 3.98537513321007e-06 3 215 "GO:0006338" "chromatin remodeling" 9.3429706714671e-05
-906 0.157051513862308 -1 16 "GO:0006349" "obsolete regulation of gene expression by genomic imprinting" 0.345100037039545
-783 0.00235758509944932 2 100 "GO:0006351" "DNA-templated transcription" 0.0179792978621052
-814 0.0641773650419855 5 34 "GO:0006352" "DNA-templated transcription initiation" 0.190323994885888
-953 0.149459607592905 2 15 "GO:0006353" "DNA-templated transcription termination" 0.333909758769433
-836 0.258136932803562 5 12 "GO:0006354" "DNA-templated transcription elongation" 0.474701916346261
649 0.245834726781545 2 21 "GO:0006356" "regulation of transcription by RNA polymerase I" 0.462417526479204
-292 0.693375740865727 2 12 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.834459839370878
-460 0.158625799729961 6 62 "GO:0006366" "transcription by RNA polymerase II" 0.347985848425436
-402 0.557323625295826 2 14 "GO:0006367" "transcription initiation at RNA polymerase II promoter" 0.749455826265952
-306 0.499197915835472 2 32 "GO:0006376" "mRNA splice site recognition" 0.703106537638732
-792 0.0677750333979781 3 35 "GO:0006378" "mRNA polyadenylation" 0.197271121175814
-1169 0.087732368167453 3 14 "GO:0006383" "transcription by RNA polymerase III" 0.235362337091802
74 0.779375996306156 2 95 "GO:0006399" "tRNA metabolic process" 0.879257452034153
-563 0.245401542907104 2 28 "GO:0006400" "tRNA modification" 0.462417526479204
-533 0.0548065565739338 2 86 "GO:0006406;GO:0006405" "RNA export from nucleus" 0.170480930344064
1409 0.0472680069023966 2 13 "GO:0006413" "translational initiation" 0.153649774261805
-539 0.323888761612295 2 22 "GO:0006414" "translational elongation" 0.550178493978418
-148 0.267287361108503 5 385 "GO:0006417;GO:0010608;GO:0034248" "regulation of amide metabolic process" 0.4848552809789
643 0.14363645609827 7 34 "GO:0006418;GO:0043039;GO:0043038" "amino acid activation" 0.326311671020252
-84 0.814047544559676 2 52 "GO:0006446" "regulation of translational initiation" 0.898805012775377
87 0.66254659500155 2 167 "GO:0006457" "protein folding" 0.817701848426855
374 0.0071333799256214 2 353 "GO:0006468;GO:0016310" "phosphorylation" 0.0391383802079269
-507 0.0327375077178377 5 118 "GO:0006470;GO:0016311" "dephosphorylation" 0.118196306297979
-1846 0.0168169567613331 2 11 "GO:0006474" "N-terminal protein amino acid acetylation" 0.072358950831372
219 0.28865370914198 5 156 "GO:0006479;GO:0008213" "protein methylation" 0.511121743424368
-431 0.100909800620591 4 96 "GO:0006486;GO:0043413;GO:0070085" "glycosylation" 0.259011515137578
-726 0.0989530030607246 2 34 "GO:0006487" "protein N-linked glycosylation" 0.255214695152757
-1881 0.000574310955011898 2 22 "GO:0006488;GO:0006490;GO:0019348;GO:0016093" "dolichol metabolic process" 0.00636746419830619
-86 0.896295297854088 4 15 "GO:0006491" "N-glycan processing" 0.942132586886752
-433 0.49924196456077 2 16 "GO:0006493" "protein O-linked glycosylation" 0.703106537638732
-1328 0.000389569596812272 2 47 "GO:0006497" "protein lipidation" 0.00456548229246663
-792 0.216510629258821 3 16 "GO:0006506;GO:0006505" "GPI anchor metabolic process" 0.427896746582522
-45 0.933495591353443 6 23 "GO:0006509" "membrane protein ectodomain proteolysis" 0.964991944863708
-1105 0.00104750531971322 9 58 "GO:0006513" "protein monoubiquitination" 0.0101375118066958
15 0.978475740138855 2 22 "GO:0006515" "protein quality control for misfolded or incompletely synthesized proteins" 0.986598934962649
-245 0.719977928079949 2 14 "GO:0006517" "protein deglycosylation" 0.843763606942817
671 0.00542812965781427 4 114 "GO:0006518" "peptide metabolic process" 0.0323749161733923
1053 1.69037017612816e-09 3 220 "GO:0006520;GO:1901605" "amino acid metabolic process" 7.65537137392279e-08
-208 0.76181126809629 3 14 "GO:0006521" "regulation of cellular amino acid metabolic process" 0.870401721334295
917 0.343522733926563 4 7 "GO:0006531" "aspartate metabolic process" 0.570828821549612
